unique_id,y_predicted
uniqueid_3845-Kenya,No
uniqueid_3846-Kenya,No
uniqueid_3847-Kenya,No
uniqueid_3848-Kenya,No
uniqueid_3849-Kenya,No
uniqueid_3850-Kenya,No
uniqueid_3851-Kenya,No
uniqueid_3852-Kenya,No
uniqueid_3853-Kenya,Yes
uniqueid_3854-Kenya,No
uniqueid_3855-Kenya,No
uniqueid_3856-Kenya,No
uniqueid_3857-Kenya,No
uniqueid_3858-Kenya,No
uniqueid_3859-Kenya,No
uniqueid_3860-Kenya,No
uniqueid_3861-Kenya,No
uniqueid_3862-Kenya,No
uniqueid_3863-Kenya,No
uniqueid_3864-Kenya,No
uniqueid_3865-Kenya,No
uniqueid_3866-Kenya,No
uniqueid_3867-Kenya,No
uniqueid_3868-Kenya,No
uniqueid_3869-Kenya,No
uniqueid_3870-Kenya,No
uniqueid_3871-Kenya,No
uniqueid_3872-Kenya,Yes
uniqueid_3873-Kenya,No
uniqueid_3874-Kenya,No
uniqueid_3875-Kenya,No
uniqueid_3876-Kenya,No
uniqueid_3877-Kenya,No
uniqueid_3878-Kenya,No
uniqueid_3879-Kenya,No
uniqueid_3880-Kenya,No
uniqueid_3881-Kenya,No
uniqueid_3882-Kenya,No
uniqueid_3883-Kenya,No
uniqueid_3884-Kenya,Yes
uniqueid_3885-Kenya,No
uniqueid_3886-Kenya,No
uniqueid_3887-Kenya,No
uniqueid_3888-Kenya,No
uniqueid_3889-Kenya,No
uniqueid_3890-Kenya,No
uniqueid_3891-Kenya,No
uniqueid_3892-Kenya,No
uniqueid_3893-Kenya,No
uniqueid_3894-Kenya,Yes
uniqueid_3895-Kenya,No
uniqueid_3896-Kenya,No
uniqueid_3897-Kenya,No
uniqueid_3898-Kenya,No
uniqueid_3899-Kenya,No
uniqueid_3900-Kenya,No
uniqueid_3901-Kenya,Yes
uniqueid_3902-Kenya,Yes
uniqueid_3903-Kenya,No
uniqueid_3904-Kenya,Yes
uniqueid_3905-Kenya,No
uniqueid_3906-Kenya,No
uniqueid_3907-Kenya,No
uniqueid_3908-Kenya,No
uniqueid_3909-Kenya,No
uniqueid_3910-Kenya,No
uniqueid_3911-Kenya,No
uniqueid_3912-Kenya,No
uniqueid_3913-Kenya,No
uniqueid_3914-Kenya,No
uniqueid_3915-Kenya,No
uniqueid_3916-Kenya,No
uniqueid_3917-Kenya,No
uniqueid_3918-Kenya,No
uniqueid_3919-Kenya,Yes
uniqueid_3920-Kenya,Yes
uniqueid_3921-Kenya,No
uniqueid_3922-Kenya,No
uniqueid_3923-Kenya,No
uniqueid_3924-Kenya,No
uniqueid_3925-Kenya,Yes
uniqueid_3926-Kenya,No
uniqueid_3927-Kenya,Yes
uniqueid_3928-Kenya,No
uniqueid_3929-Kenya,No
uniqueid_3930-Kenya,No
uniqueid_3931-Kenya,No
uniqueid_3932-Kenya,No
uniqueid_3933-Kenya,No
uniqueid_3934-Kenya,No
uniqueid_3935-Kenya,Yes
uniqueid_3936-Kenya,Yes
uniqueid_3937-Kenya,No
uniqueid_3938-Kenya,No
uniqueid_3939-Kenya,No
uniqueid_3940-Kenya,No
uniqueid_3941-Kenya,No
uniqueid_3942-Kenya,No
uniqueid_3943-Kenya,Yes
uniqueid_3944-Kenya,No
uniqueid_3945-Kenya,No
uniqueid_3946-Kenya,No
uniqueid_3947-Kenya,No
uniqueid_3948-Kenya,No
uniqueid_3949-Kenya,No
uniqueid_3950-Kenya,No
uniqueid_3951-Kenya,No
uniqueid_3952-Kenya,No
uniqueid_3953-Kenya,No
uniqueid_3954-Kenya,No
uniqueid_3955-Kenya,No
uniqueid_3956-Kenya,No
uniqueid_3957-Kenya,No
uniqueid_3958-Kenya,Yes
uniqueid_3959-Kenya,No
uniqueid_3960-Kenya,No
uniqueid_3961-Kenya,No
uniqueid_3962-Kenya,No
uniqueid_3963-Kenya,Yes
uniqueid_3964-Kenya,Yes
uniqueid_3965-Kenya,No
uniqueid_3966-Kenya,No
uniqueid_3967-Kenya,No
uniqueid_3968-Kenya,No
uniqueid_3969-Kenya,No
uniqueid_3970-Kenya,No
uniqueid_3971-Kenya,No
uniqueid_3972-Kenya,No
uniqueid_3973-Kenya,No
uniqueid_3974-Kenya,Yes
uniqueid_3975-Kenya,No
uniqueid_3976-Kenya,No
uniqueid_3977-Kenya,No
uniqueid_3978-Kenya,No
uniqueid_3979-Kenya,No
uniqueid_3980-Kenya,No
uniqueid_3981-Kenya,No
uniqueid_3982-Kenya,No
uniqueid_3983-Kenya,No
uniqueid_3984-Kenya,No
uniqueid_3985-Kenya,No
uniqueid_3986-Kenya,No
uniqueid_3987-Kenya,No
uniqueid_3988-Kenya,No
uniqueid_3989-Kenya,Yes
uniqueid_3990-Kenya,No
uniqueid_3991-Kenya,No
uniqueid_3992-Kenya,No
uniqueid_3993-Kenya,No
uniqueid_3994-Kenya,Yes
uniqueid_3995-Kenya,No
uniqueid_3996-Kenya,No
uniqueid_3997-Kenya,No
uniqueid_3998-Kenya,Yes
uniqueid_3999-Kenya,No
uniqueid_4000-Kenya,No
uniqueid_4001-Kenya,No
uniqueid_4002-Kenya,Yes
uniqueid_4003-Kenya,No
uniqueid_4004-Kenya,No
uniqueid_4005-Kenya,No
uniqueid_4006-Kenya,No
uniqueid_4007-Kenya,No
uniqueid_4008-Kenya,No
uniqueid_4009-Kenya,No
uniqueid_4010-Kenya,No
uniqueid_4011-Kenya,No
uniqueid_4012-Kenya,Yes
uniqueid_4013-Kenya,No
uniqueid_4014-Kenya,No
uniqueid_4015-Kenya,No
uniqueid_4016-Kenya,No
uniqueid_4017-Kenya,No
uniqueid_4018-Kenya,No
uniqueid_4019-Kenya,No
uniqueid_4020-Kenya,No
uniqueid_4021-Kenya,No
uniqueid_4022-Kenya,No
uniqueid_4023-Kenya,No
uniqueid_4024-Kenya,No
uniqueid_4025-Kenya,No
uniqueid_4026-Kenya,No
uniqueid_4027-Kenya,Yes
uniqueid_4028-Kenya,No
uniqueid_4029-Kenya,No
uniqueid_4030-Kenya,Yes
uniqueid_4031-Kenya,No
uniqueid_4032-Kenya,No
uniqueid_4033-Kenya,No
uniqueid_4034-Kenya,No
uniqueid_4035-Kenya,No
uniqueid_4036-Kenya,No
uniqueid_4037-Kenya,No
uniqueid_4038-Kenya,Yes
uniqueid_4039-Kenya,No
uniqueid_4040-Kenya,No
uniqueid_4041-Kenya,Yes
uniqueid_4042-Kenya,No
uniqueid_4043-Kenya,No
uniqueid_4044-Kenya,No
uniqueid_4045-Kenya,Yes
uniqueid_4046-Kenya,Yes
uniqueid_4047-Kenya,No
uniqueid_4048-Kenya,No
uniqueid_4049-Kenya,No
uniqueid_4050-Kenya,No
uniqueid_4051-Kenya,No
uniqueid_4052-Kenya,No
uniqueid_4053-Kenya,No
uniqueid_4054-Kenya,No
uniqueid_4055-Kenya,Yes
uniqueid_4056-Kenya,No
uniqueid_4057-Kenya,No
uniqueid_4058-Kenya,Yes
uniqueid_4059-Kenya,No
uniqueid_4060-Kenya,No
uniqueid_4061-Kenya,Yes
uniqueid_4062-Kenya,No
uniqueid_4063-Kenya,No
uniqueid_4064-Kenya,No
uniqueid_4065-Kenya,Yes
uniqueid_4066-Kenya,No
uniqueid_4067-Kenya,Yes
uniqueid_4068-Kenya,No
uniqueid_4069-Kenya,No
uniqueid_4070-Kenya,No
uniqueid_4071-Kenya,No
uniqueid_4072-Kenya,No
uniqueid_4073-Kenya,No
uniqueid_4074-Kenya,No
uniqueid_4075-Kenya,Yes
uniqueid_4076-Kenya,Yes
uniqueid_4077-Kenya,No
uniqueid_4078-Kenya,No
uniqueid_4079-Kenya,No
uniqueid_4080-Kenya,No
uniqueid_4081-Kenya,No
uniqueid_4082-Kenya,No
uniqueid_4083-Kenya,No
uniqueid_4084-Kenya,No
uniqueid_4085-Kenya,No
uniqueid_4086-Kenya,No
uniqueid_4087-Kenya,No
uniqueid_4088-Kenya,No
uniqueid_4089-Kenya,No
uniqueid_4090-Kenya,No
uniqueid_4091-Kenya,No
uniqueid_4092-Kenya,No
uniqueid_4093-Kenya,No
uniqueid_4094-Kenya,Yes
uniqueid_4095-Kenya,No
uniqueid_4096-Kenya,No
uniqueid_4097-Kenya,Yes
uniqueid_4098-Kenya,No
uniqueid_4099-Kenya,No
uniqueid_4100-Kenya,No
uniqueid_4101-Kenya,No
uniqueid_4102-Kenya,No
uniqueid_4103-Kenya,No
uniqueid_4104-Kenya,No
uniqueid_4105-Kenya,No
uniqueid_4106-Kenya,No
uniqueid_4107-Kenya,No
uniqueid_4108-Kenya,No
uniqueid_4109-Kenya,No
uniqueid_4110-Kenya,No
uniqueid_4111-Kenya,No
uniqueid_4112-Kenya,No
uniqueid_4113-Kenya,No
uniqueid_4114-Kenya,No
uniqueid_4115-Kenya,No
uniqueid_4116-Kenya,No
uniqueid_4117-Kenya,Yes
uniqueid_4118-Kenya,No
uniqueid_4119-Kenya,No
uniqueid_4120-Kenya,No
uniqueid_4121-Kenya,No
uniqueid_4122-Kenya,No
uniqueid_4123-Kenya,No
uniqueid_4124-Kenya,No
uniqueid_4125-Kenya,Yes
uniqueid_4126-Kenya,Yes
uniqueid_4127-Kenya,No
uniqueid_4128-Kenya,No
uniqueid_4129-Kenya,No
uniqueid_4130-Kenya,No
uniqueid_4131-Kenya,Yes
uniqueid_4132-Kenya,Yes
uniqueid_4133-Kenya,Yes
uniqueid_4134-Kenya,No
uniqueid_4135-Kenya,No
uniqueid_4136-Kenya,Yes
uniqueid_4137-Kenya,No
uniqueid_4138-Kenya,Yes
uniqueid_4139-Kenya,No
uniqueid_4140-Kenya,No
uniqueid_4141-Kenya,Yes
uniqueid_4142-Kenya,No
uniqueid_4143-Kenya,No
uniqueid_4144-Kenya,No
uniqueid_4145-Kenya,No
uniqueid_4146-Kenya,No
uniqueid_4147-Kenya,No
uniqueid_4148-Kenya,No
uniqueid_4149-Kenya,No
uniqueid_4150-Kenya,No
uniqueid_4151-Kenya,No
uniqueid_4152-Kenya,No
uniqueid_4153-Kenya,Yes
uniqueid_4154-Kenya,No
uniqueid_4155-Kenya,Yes
uniqueid_4156-Kenya,No
uniqueid_4157-Kenya,No
uniqueid_4158-Kenya,No
uniqueid_4159-Kenya,No
uniqueid_4160-Kenya,No
uniqueid_4161-Kenya,No
uniqueid_4162-Kenya,No
uniqueid_4163-Kenya,No
uniqueid_4164-Kenya,No
uniqueid_4165-Kenya,No
uniqueid_4166-Kenya,No
uniqueid_4167-Kenya,No
uniqueid_4168-Kenya,No
uniqueid_4169-Kenya,No
uniqueid_4170-Kenya,No
uniqueid_4171-Kenya,No
uniqueid_4172-Kenya,No
uniqueid_4173-Kenya,No
uniqueid_4174-Kenya,No
uniqueid_4175-Kenya,No
uniqueid_4176-Kenya,No
uniqueid_4177-Kenya,No
uniqueid_4178-Kenya,No
uniqueid_4179-Kenya,No
uniqueid_4180-Kenya,No
uniqueid_4181-Kenya,No
uniqueid_4182-Kenya,No
uniqueid_4183-Kenya,No
uniqueid_4184-Kenya,No
uniqueid_4185-Kenya,No
uniqueid_4186-Kenya,No
uniqueid_4187-Kenya,Yes
uniqueid_4188-Kenya,Yes
uniqueid_4189-Kenya,No
uniqueid_4190-Kenya,No
uniqueid_4191-Kenya,No
uniqueid_4192-Kenya,No
uniqueid_4193-Kenya,Yes
uniqueid_4194-Kenya,No
uniqueid_4195-Kenya,No
uniqueid_4196-Kenya,No
uniqueid_4197-Kenya,Yes
uniqueid_4198-Kenya,No
uniqueid_4199-Kenya,No
uniqueid_4200-Kenya,No
uniqueid_4201-Kenya,Yes
uniqueid_4202-Kenya,Yes
uniqueid_4203-Kenya,No
uniqueid_4204-Kenya,No
uniqueid_4205-Kenya,Yes
uniqueid_4206-Kenya,No
uniqueid_4207-Kenya,Yes
uniqueid_4208-Kenya,No
uniqueid_4209-Kenya,No
uniqueid_4210-Kenya,No
uniqueid_4211-Kenya,No
uniqueid_4212-Kenya,No
uniqueid_4213-Kenya,Yes
uniqueid_4214-Kenya,No
uniqueid_4215-Kenya,No
uniqueid_4216-Kenya,No
uniqueid_4217-Kenya,No
uniqueid_4218-Kenya,No
uniqueid_4219-Kenya,No
uniqueid_4220-Kenya,No
uniqueid_4221-Kenya,No
uniqueid_4222-Kenya,Yes
uniqueid_4223-Kenya,No
uniqueid_4224-Kenya,No
uniqueid_4225-Kenya,No
uniqueid_4226-Kenya,No
uniqueid_4227-Kenya,No
uniqueid_4228-Kenya,No
uniqueid_4229-Kenya,No
uniqueid_4230-Kenya,No
uniqueid_4231-Kenya,No
uniqueid_4232-Kenya,No
uniqueid_4233-Kenya,No
uniqueid_4234-Kenya,No
uniqueid_4235-Kenya,No
uniqueid_4236-Kenya,No
uniqueid_4237-Kenya,No
uniqueid_4238-Kenya,No
uniqueid_4239-Kenya,No
uniqueid_4240-Kenya,No
uniqueid_4241-Kenya,Yes
uniqueid_4242-Kenya,No
uniqueid_4243-Kenya,No
uniqueid_4244-Kenya,No
uniqueid_4245-Kenya,No
uniqueid_4246-Kenya,No
uniqueid_4247-Kenya,No
uniqueid_4248-Kenya,No
uniqueid_4249-Kenya,No
uniqueid_4250-Kenya,No
uniqueid_4251-Kenya,No
uniqueid_4252-Kenya,No
uniqueid_4253-Kenya,No
uniqueid_4254-Kenya,No
uniqueid_4255-Kenya,No
uniqueid_4256-Kenya,No
uniqueid_4257-Kenya,No
uniqueid_4258-Kenya,No
uniqueid_4259-Kenya,No
uniqueid_4260-Kenya,No
uniqueid_4261-Kenya,No
uniqueid_4262-Kenya,No
uniqueid_4263-Kenya,Yes
uniqueid_4264-Kenya,No
uniqueid_4265-Kenya,No
uniqueid_4266-Kenya,No
uniqueid_4267-Kenya,No
uniqueid_4268-Kenya,No
uniqueid_4269-Kenya,No
uniqueid_4270-Kenya,No
uniqueid_4271-Kenya,No
uniqueid_4272-Kenya,No
uniqueid_4273-Kenya,No
uniqueid_4274-Kenya,No
uniqueid_4275-Kenya,No
uniqueid_4276-Kenya,No
uniqueid_4277-Kenya,No
uniqueid_4278-Kenya,No
uniqueid_4279-Kenya,No
uniqueid_4280-Kenya,No
uniqueid_4281-Kenya,No
uniqueid_4282-Kenya,No
uniqueid_4283-Kenya,No
uniqueid_4284-Kenya,Yes
uniqueid_4285-Kenya,No
uniqueid_4286-Kenya,Yes
uniqueid_4287-Kenya,No
uniqueid_4288-Kenya,No
uniqueid_4289-Kenya,No
uniqueid_4290-Kenya,No
uniqueid_4291-Kenya,No
uniqueid_4292-Kenya,No
uniqueid_4293-Kenya,No
uniqueid_4294-Kenya,No
uniqueid_4295-Kenya,No
uniqueid_4296-Kenya,No
uniqueid_4297-Kenya,No
uniqueid_4298-Kenya,No
uniqueid_4299-Kenya,No
uniqueid_4300-Kenya,No
uniqueid_4301-Kenya,Yes
uniqueid_4302-Kenya,Yes
uniqueid_4303-Kenya,No
uniqueid_4304-Kenya,No
uniqueid_4305-Kenya,No
uniqueid_4306-Kenya,No
uniqueid_4307-Kenya,No
uniqueid_4308-Kenya,No
uniqueid_4309-Kenya,No
uniqueid_4310-Kenya,No
uniqueid_4311-Kenya,No
uniqueid_4312-Kenya,No
uniqueid_4313-Kenya,No
uniqueid_4314-Kenya,No
uniqueid_4315-Kenya,No
uniqueid_4316-Kenya,No
uniqueid_4317-Kenya,Yes
uniqueid_4318-Kenya,No
uniqueid_4319-Kenya,No
uniqueid_4320-Kenya,No
uniqueid_4321-Kenya,No
uniqueid_4322-Kenya,No
uniqueid_4323-Kenya,No
uniqueid_4324-Kenya,Yes
uniqueid_4325-Kenya,No
uniqueid_4326-Kenya,No
uniqueid_4327-Kenya,No
uniqueid_4328-Kenya,No
uniqueid_4329-Kenya,Yes
uniqueid_4330-Kenya,No
uniqueid_4331-Kenya,No
uniqueid_4332-Kenya,No
uniqueid_4333-Kenya,No
uniqueid_4334-Kenya,No
uniqueid_4335-Kenya,No
uniqueid_4336-Kenya,No
uniqueid_4337-Kenya,No
uniqueid_4338-Kenya,No
uniqueid_4339-Kenya,No
uniqueid_4340-Kenya,No
uniqueid_4341-Kenya,No
uniqueid_4342-Kenya,No
uniqueid_4343-Kenya,No
uniqueid_4344-Kenya,No
uniqueid_4345-Kenya,No
uniqueid_4346-Kenya,No
uniqueid_4347-Kenya,No
uniqueid_4348-Kenya,Yes
uniqueid_4349-Kenya,No
uniqueid_4350-Kenya,No
uniqueid_4351-Kenya,No
uniqueid_4352-Kenya,No
uniqueid_4353-Kenya,No
uniqueid_4354-Kenya,No
uniqueid_4355-Kenya,Yes
uniqueid_4356-Kenya,No
uniqueid_4357-Kenya,Yes
uniqueid_4358-Kenya,No
uniqueid_4359-Kenya,No
uniqueid_4360-Kenya,Yes
uniqueid_4361-Kenya,No
uniqueid_4362-Kenya,Yes
uniqueid_4363-Kenya,Yes
uniqueid_4364-Kenya,Yes
uniqueid_4365-Kenya,No
uniqueid_4366-Kenya,No
uniqueid_4367-Kenya,No
uniqueid_4368-Kenya,No
uniqueid_4369-Kenya,No
uniqueid_4370-Kenya,No
uniqueid_4371-Kenya,No
uniqueid_4372-Kenya,No
uniqueid_4373-Kenya,No
uniqueid_4374-Kenya,No
uniqueid_4375-Kenya,No
uniqueid_4376-Kenya,No
uniqueid_4377-Kenya,Yes
uniqueid_4378-Kenya,No
uniqueid_4379-Kenya,Yes
uniqueid_4380-Kenya,No
uniqueid_4381-Kenya,No
uniqueid_4382-Kenya,Yes
uniqueid_4383-Kenya,Yes
uniqueid_4384-Kenya,No
uniqueid_4385-Kenya,No
uniqueid_4386-Kenya,No
uniqueid_4387-Kenya,No
uniqueid_4388-Kenya,No
uniqueid_4389-Kenya,No
uniqueid_4390-Kenya,No
uniqueid_4391-Kenya,No
uniqueid_4392-Kenya,No
uniqueid_4393-Kenya,No
uniqueid_4394-Kenya,No
uniqueid_4395-Kenya,No
uniqueid_4396-Kenya,No
uniqueid_4397-Kenya,No
uniqueid_4398-Kenya,No
uniqueid_4399-Kenya,No
uniqueid_4400-Kenya,Yes
uniqueid_4401-Kenya,No
uniqueid_4402-Kenya,No
uniqueid_4403-Kenya,No
uniqueid_4404-Kenya,No
uniqueid_4405-Kenya,No
uniqueid_4406-Kenya,No
uniqueid_4407-Kenya,No
uniqueid_4408-Kenya,No
uniqueid_4409-Kenya,Yes
uniqueid_4410-Kenya,No
uniqueid_4411-Kenya,No
uniqueid_4412-Kenya,No
uniqueid_4413-Kenya,No
uniqueid_4414-Kenya,No
uniqueid_4415-Kenya,No
uniqueid_4416-Kenya,No
uniqueid_4417-Kenya,No
uniqueid_4418-Kenya,No
uniqueid_4419-Kenya,Yes
uniqueid_4420-Kenya,Yes
uniqueid_4421-Kenya,No
uniqueid_4422-Kenya,No
uniqueid_4423-Kenya,Yes
uniqueid_4424-Kenya,No
uniqueid_4425-Kenya,No
uniqueid_4426-Kenya,No
uniqueid_4427-Kenya,No
uniqueid_4428-Kenya,No
uniqueid_4429-Kenya,No
uniqueid_4430-Kenya,No
uniqueid_4431-Kenya,Yes
uniqueid_4432-Kenya,No
uniqueid_4433-Kenya,No
uniqueid_4434-Kenya,No
uniqueid_4435-Kenya,No
uniqueid_4436-Kenya,No
uniqueid_4437-Kenya,No
uniqueid_4438-Kenya,No
uniqueid_4439-Kenya,No
uniqueid_4440-Kenya,No
uniqueid_4441-Kenya,No
uniqueid_4442-Kenya,No
uniqueid_4443-Kenya,No
uniqueid_4444-Kenya,No
uniqueid_4445-Kenya,Yes
uniqueid_4446-Kenya,No
uniqueid_4447-Kenya,Yes
uniqueid_4448-Kenya,No
uniqueid_4449-Kenya,No
uniqueid_4450-Kenya,No
uniqueid_4451-Kenya,No
uniqueid_4452-Kenya,Yes
uniqueid_4453-Kenya,No
uniqueid_4454-Kenya,No
uniqueid_4455-Kenya,Yes
uniqueid_4456-Kenya,No
uniqueid_4457-Kenya,No
uniqueid_4458-Kenya,No
uniqueid_4459-Kenya,No
uniqueid_4460-Kenya,No
uniqueid_4461-Kenya,No
uniqueid_4462-Kenya,No
uniqueid_4463-Kenya,No
uniqueid_4464-Kenya,No
uniqueid_4465-Kenya,No
uniqueid_4466-Kenya,Yes
uniqueid_4467-Kenya,No
uniqueid_4468-Kenya,No
uniqueid_4469-Kenya,No
uniqueid_4470-Kenya,No
uniqueid_4471-Kenya,Yes
uniqueid_4472-Kenya,No
uniqueid_4473-Kenya,No
uniqueid_4474-Kenya,No
uniqueid_4475-Kenya,No
uniqueid_4476-Kenya,No
uniqueid_4477-Kenya,No
uniqueid_4478-Kenya,No
uniqueid_4479-Kenya,Yes
uniqueid_4480-Kenya,No
uniqueid_4481-Kenya,No
uniqueid_4482-Kenya,No
uniqueid_4483-Kenya,Yes
uniqueid_4484-Kenya,No
uniqueid_4485-Kenya,No
uniqueid_4486-Kenya,Yes
uniqueid_4487-Kenya,No
uniqueid_4488-Kenya,No
uniqueid_4489-Kenya,Yes
uniqueid_4490-Kenya,No
uniqueid_4491-Kenya,Yes
uniqueid_4492-Kenya,No
uniqueid_4493-Kenya,No
uniqueid_4494-Kenya,No
uniqueid_4495-Kenya,No
uniqueid_4496-Kenya,No
uniqueid_4497-Kenya,No
uniqueid_4498-Kenya,No
uniqueid_4499-Kenya,No
uniqueid_4500-Kenya,No
uniqueid_4501-Kenya,No
uniqueid_4502-Kenya,No
uniqueid_4503-Kenya,No
uniqueid_4504-Kenya,No
uniqueid_4505-Kenya,No
uniqueid_4506-Kenya,No
uniqueid_4507-Kenya,No
uniqueid_4508-Kenya,No
uniqueid_4509-Kenya,No
uniqueid_4510-Kenya,Yes
uniqueid_4511-Kenya,No
uniqueid_4512-Kenya,No
uniqueid_4513-Kenya,No
uniqueid_4514-Kenya,No
uniqueid_4515-Kenya,No
uniqueid_4516-Kenya,Yes
uniqueid_4517-Kenya,No
uniqueid_4518-Kenya,No
uniqueid_4519-Kenya,No
uniqueid_4520-Kenya,Yes
uniqueid_4521-Kenya,No
uniqueid_4522-Kenya,No
uniqueid_4523-Kenya,No
uniqueid_4524-Kenya,No
uniqueid_4525-Kenya,No
uniqueid_4526-Kenya,No
uniqueid_4527-Kenya,No
uniqueid_4528-Kenya,Yes
uniqueid_4529-Kenya,No
uniqueid_4530-Kenya,No
uniqueid_4531-Kenya,No
uniqueid_4532-Kenya,No
uniqueid_4533-Kenya,No
uniqueid_4534-Kenya,No
uniqueid_4535-Kenya,No
uniqueid_4536-Kenya,Yes
uniqueid_4537-Kenya,Yes
uniqueid_4538-Kenya,No
uniqueid_4539-Kenya,No
uniqueid_4540-Kenya,No
uniqueid_4541-Kenya,No
uniqueid_4542-Kenya,Yes
uniqueid_4543-Kenya,No
uniqueid_4544-Kenya,No
uniqueid_4545-Kenya,No
uniqueid_4546-Kenya,No
uniqueid_4547-Kenya,Yes
uniqueid_4548-Kenya,No
uniqueid_4549-Kenya,No
uniqueid_4550-Kenya,No
uniqueid_4551-Kenya,Yes
uniqueid_4552-Kenya,No
uniqueid_4553-Kenya,No
uniqueid_4554-Kenya,No
uniqueid_4555-Kenya,No
uniqueid_4556-Kenya,No
uniqueid_4557-Kenya,No
uniqueid_4558-Kenya,No
uniqueid_4559-Kenya,No
uniqueid_4560-Kenya,No
uniqueid_4561-Kenya,No
uniqueid_4562-Kenya,No
uniqueid_4563-Kenya,No
uniqueid_4564-Kenya,No
uniqueid_4565-Kenya,No
uniqueid_4566-Kenya,No
uniqueid_4567-Kenya,No
uniqueid_4568-Kenya,No
uniqueid_4569-Kenya,No
uniqueid_4570-Kenya,No
uniqueid_4571-Kenya,No
uniqueid_4572-Kenya,Yes
uniqueid_4573-Kenya,No
uniqueid_4574-Kenya,Yes
uniqueid_4575-Kenya,No
uniqueid_4576-Kenya,No
uniqueid_4577-Kenya,No
uniqueid_4578-Kenya,No
uniqueid_4579-Kenya,Yes
uniqueid_4580-Kenya,Yes
uniqueid_4581-Kenya,No
uniqueid_4582-Kenya,Yes
uniqueid_4583-Kenya,No
uniqueid_4584-Kenya,No
uniqueid_4585-Kenya,Yes
uniqueid_4586-Kenya,Yes
uniqueid_4587-Kenya,No
uniqueid_4588-Kenya,No
uniqueid_4589-Kenya,No
uniqueid_4590-Kenya,Yes
uniqueid_4591-Kenya,Yes
uniqueid_4592-Kenya,No
uniqueid_4593-Kenya,No
uniqueid_4594-Kenya,No
uniqueid_4595-Kenya,Yes
uniqueid_4596-Kenya,No
uniqueid_4597-Kenya,No
uniqueid_4598-Kenya,No
uniqueid_4599-Kenya,No
uniqueid_4600-Kenya,No
uniqueid_4601-Kenya,Yes
uniqueid_4602-Kenya,No
uniqueid_4603-Kenya,No
uniqueid_4604-Kenya,No
uniqueid_4605-Kenya,No
uniqueid_4606-Kenya,No
uniqueid_4607-Kenya,No
uniqueid_4608-Kenya,No
uniqueid_4609-Kenya,No
uniqueid_4610-Kenya,Yes
uniqueid_4611-Kenya,No
uniqueid_4612-Kenya,Yes
uniqueid_4613-Kenya,Yes
uniqueid_4614-Kenya,No
uniqueid_4615-Kenya,No
uniqueid_4616-Kenya,No
uniqueid_4617-Kenya,Yes
uniqueid_4618-Kenya,No
uniqueid_4619-Kenya,No
uniqueid_4620-Kenya,No
uniqueid_4621-Kenya,Yes
uniqueid_4622-Kenya,No
uniqueid_4623-Kenya,No
uniqueid_4624-Kenya,Yes
uniqueid_4625-Kenya,No
uniqueid_4626-Kenya,No
uniqueid_4627-Kenya,Yes
uniqueid_4628-Kenya,No
uniqueid_4629-Kenya,No
uniqueid_4630-Kenya,Yes
uniqueid_4631-Kenya,No
uniqueid_4632-Kenya,No
uniqueid_4633-Kenya,No
uniqueid_4634-Kenya,No
uniqueid_4635-Kenya,No
uniqueid_4636-Kenya,No
uniqueid_4637-Kenya,Yes
uniqueid_4638-Kenya,Yes
uniqueid_4639-Kenya,No
uniqueid_4640-Kenya,No
uniqueid_4641-Kenya,Yes
uniqueid_4642-Kenya,No
uniqueid_4643-Kenya,Yes
uniqueid_4644-Kenya,Yes
uniqueid_4645-Kenya,Yes
uniqueid_4646-Kenya,No
uniqueid_4647-Kenya,No
uniqueid_4648-Kenya,No
uniqueid_4649-Kenya,No
uniqueid_4650-Kenya,Yes
uniqueid_4651-Kenya,No
uniqueid_4652-Kenya,Yes
uniqueid_4653-Kenya,No
uniqueid_4654-Kenya,No
uniqueid_4655-Kenya,No
uniqueid_4656-Kenya,No
uniqueid_4657-Kenya,No
uniqueid_4658-Kenya,No
uniqueid_4659-Kenya,Yes
uniqueid_4660-Kenya,No
uniqueid_4661-Kenya,No
uniqueid_4662-Kenya,Yes
uniqueid_4663-Kenya,No
uniqueid_4664-Kenya,Yes
uniqueid_4665-Kenya,No
uniqueid_4666-Kenya,No
uniqueid_4667-Kenya,Yes
uniqueid_4668-Kenya,No
uniqueid_4669-Kenya,Yes
uniqueid_4670-Kenya,No
uniqueid_4671-Kenya,No
uniqueid_4672-Kenya,No
uniqueid_4673-Kenya,No
uniqueid_4674-Kenya,No
uniqueid_4675-Kenya,No
uniqueid_4676-Kenya,No
uniqueid_4677-Kenya,No
uniqueid_4678-Kenya,No
uniqueid_4679-Kenya,No
uniqueid_4680-Kenya,Yes
uniqueid_4681-Kenya,No
uniqueid_4682-Kenya,No
uniqueid_4683-Kenya,No
uniqueid_4684-Kenya,No
uniqueid_4685-Kenya,No
uniqueid_4686-Kenya,No
uniqueid_4687-Kenya,No
uniqueid_4688-Kenya,No
uniqueid_4689-Kenya,No
uniqueid_4690-Kenya,No
uniqueid_4691-Kenya,No
uniqueid_4692-Kenya,No
uniqueid_4693-Kenya,No
uniqueid_4694-Kenya,No
uniqueid_4695-Kenya,Yes
uniqueid_4696-Kenya,Yes
uniqueid_4697-Kenya,Yes
uniqueid_4698-Kenya,No
uniqueid_4699-Kenya,No
uniqueid_4700-Kenya,No
